RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name
201,1096,Fra,Caudron Raoul (Fra),S,0,Alex Thepot
201,1096,Mex,Luque Juan (Mex),S,0,Oscar Bonfiglio
201,1096,Fra,Caudron Raoul (Fra),S,0,Marcel Langiller
201,1096,Mex,Luque Juan (Mex),S,0,Juan Carreno
201,1096,Fra,Caudron Raoul (Fra),S,0,Ernest Liberati
201,1096,Mex,Luque Juan (Mex),S,0,Rafael Garza
201,1096,Fra,Caudron Raoul (Fra),S,0,Andre Maschinot
201,1096,Mex,Luque Juan (Mex),S,0,Hilario Lopez
201,1096,Fra,Caudron Raoul (Fra),S,0,Etienne Mattler
201,1096,Mex,Luque Juan (Mex),S,0,Dionisio Mejia
201,1096,Fra,Caudron Raoul (Fra),S,0,Marcel Pinel
201,1096,Mex,Luque Juan (Mex),S,0,Felipe Rosas
201,1096,Fra,Caudron Raoul (Fra),S,0,Alex Villaplane
201,1096,Mex,Luque Juan (Mex),S,0,Manuel Rosas
201,1096,Fra,Caudron Raoul (Fra),S,0,Lucien Laurent
201,1096,Mex,Luque Juan (Mex),S,0,Jose Ruiz
201,1096,Fra,Caudron Raoul (Fra),S,0,Marcel Capelle
201,1096,Mex,Luque Juan (Mex),S,0,Alfredo Sanchez
201,1096,Fra,Caudron Raoul (Fra),S,0,Augustin Chantrel
201,1096,Mex,Luque Juan (Mex),S,0,Efrain Amezcua
201,1096,Fra,Caudron Raoul (Fra),S,0,Edmond Delfour
201,1096,Mex,Luque Juan (Mex),S,0,Luis Perez
201,1096,Fra,Caudron Raoul (Fra),N,0,Celestin Delmer
201,1096,Mex,Luque Juan (Mex),N,0,Isidoro Sota
201,1096,Fra,Caudron Raoul (Fra),N,0,Andre Tassin
201,1096,Mex,Luque Juan (Mex),N,0,Jesus Castro
201,1096,Fra,Caudron Raoul (Fra),N,0,Nouma Andoire
201,1096,Mex,Luque Juan (Mex),N,0,Felipe Olivares
201,1096,Fra,Caudron Raoul (Fra),N,0,Jean Laurent
201,1096,Mex,Luque Juan (Mex),N,0,Raimundo Rodriguez
201,1096,Fra,Caudron Raoul (Fra),N,0,Emile Veinante
201,1096,Mex,Luque Juan (Mex),N,0,Roberto Gayon
201,1096,Mex,Luque Juan (Mex),N,0,Francisco Garza Gutierrez
201,1090,Usa,Millar Bob (Usa),S,0,Jimmy Douglas
201,1090,Bel,Goetinck Hector (Bel),S,0,Arnold Badjou
201,1090,Usa,Millar Bob (Usa),S,0,Tom Florie
201,1090,Bel,Goetinck Hector (Bel),S,0,Jean De Clerq
201,1090,Usa,Millar Bob (Usa),S,0,Jimmy Gallagher
201,1090,Bel,Goetinck Hector (Bel),S,0,Jan Diddens
201,1090,Usa,Millar Bob (Usa),S,0,Billy Gonsalves
201,1090,Bel,Goetinck Hector (Bel),S,0,Auguste Hellemans
201,1090,Usa,Millar Bob (Usa),S,0,Bart Mcghee
201,1090,Bel,Goetinck Hector (Bel),S,0,Nikolaas Hoydonckx
201,1090,Usa,Millar Bob (Usa),S,0,George Moorhouse
201,1090,Bel,Goetinck Hector (Bel),S,0,Jacques Moeschal
201,1090,Usa,Millar Bob (Usa),S,0,Bert Patenaude
201,1090,Bel,Goetinck Hector (Bel),S,0,Theodore Nouwens
201,1090,Usa,Millar Bob (Usa),S,0,Ralph Tracy
201,1090,Bel,Goetinck Hector (Bel),S,0,Fernand Adams
201,1090,Usa,Millar Bob (Usa),S,0,Alexander Wood
201,1090,Bel,Goetinck Hector (Bel),S,0,Louis Versyp
201,1090,Usa,Millar Bob (Usa),S,0,Andrew Auld
201,1090,Bel,Goetinck Hector (Bel),S,0,Bernard Voorhoof
201,1090,Usa,Millar Bob (Usa),S,0,Jim Brown
201,1090,Bel,Goetinck Hector (Bel),S,0,Pierre Braine
201,1090,Usa,Millar Bob (Usa),N,0,Frank Vaughn
201,1090,Bel,Goetinck Hector (Bel),N,0,Alexis Chantraine
201,1090,Usa,Millar Bob (Usa),N,0,Mike Bookie
201,1090,Bel,Goetinck Hector (Bel),N,0,Jean De Bie
201,1090,Usa,Millar Bob (Usa),N,0,Jim Gentle
201,1090,Bel,Goetinck Hector (Bel),N,0,Andre Saeys
201,1090,Usa,Millar Bob (Usa),N,0,Phil Slone
201,1090,Bel,Goetinck Hector (Bel),N,0,Henri De Deken
201,1090,Usa,Millar Bob (Usa),N,0,Arnie Oliver
201,1090,Bel,Goetinck Hector (Bel),N,0,Gerard Delbeke
201,1093,Yug,Simonovic Bosko (Yug),S,0,Milovan Jaksic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Joel
201,1093,Yug,Simonovic Bosko (Yug),S,0,Blagoje Marjanovic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Teophilo
201,1093,Yug,Simonovic Bosko (Yug),S,0,Dragan Mihajlovic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Poly
201,1093,Yug,Simonovic Bosko (Yug),S,0,Milorad Arsenijevic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Fausto
201,1093,Yug,Simonovic Bosko (Yug),S,0,Ivica Bek
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Preguinho
201,1093,Yug,Simonovic Bosko (Yug),S,0,Momcilo Djokic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Nilo
201,1093,Yug,Simonovic Bosko (Yug),S,0,Milutin Ivkovic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Brilhante
201,1093,Yug,Simonovic Bosko (Yug),S,0,Djordje Vujadinovic
201,1093,Bra,De Carvalho Pindaro (Bra),S,0,Araken
